experiment,algo,episode,distance,time
lean_by_difficulty,VPG,4354,1.72,0
lean_by_difficulty,VPG,4355,1.84,0
lean_by_difficulty,VPG,4356,1.79,0
lean_by_difficulty,VPG,4357,2.19,0
lean_by_difficulty,VPG,4358,2.45,0
lean_by_difficulty,VPG,4359,2.38,0
lean_by_difficulty,VPG,4360,2.04,0
lean_by_difficulty,VPG,4361,1.99,0
lean_by_difficulty,VPG,4362,2.08,0
lean_by_difficulty,VPG,4363,2.04,0
lean_by_difficulty,VPG,4364,2.19,0
lean_by_difficulty,VPG,4365,2.2,0
lean_by_difficulty,VPG,4366,2.42,0
lean_by_difficulty,VPG,4367,2.59,0
lean_by_difficulty,VPG,4368,2.29,0
lean_by_difficulty,VPG,4369,2.2,0
lean_by_difficulty,VPG,4370,2.25,0
lean_by_difficulty,VPG,4371,2.41,0
lean_by_difficulty,VPG,4372,2.38,0
lean_by_difficulty,VPG,4373,2.71,0
lean_by_difficulty,VPG,4374,2.46,0
lean_by_difficulty,VPG,4375,2.83,0
lean_by_difficulty,VPG,4376,2.67,0
lean_by_difficulty,VPG,4377,2.54,0
lean_by_difficulty,VPG,4378,2.71,0
lean_by_difficulty,VPG,4379,2.07,0
lean_by_difficulty,VPG,4380,2.53,0
lean_by_difficulty,VPG,4381,2.53,0
lean_by_difficulty,VPG,4382,2.45,0
lean_by_difficulty,VPG,4383,2.24,0
lean_by_difficulty,VPG,4384,2.1,0
lean_by_difficulty,VPG,4385,2.37,0
lean_by_difficulty,VPG,4386,2.08,0
lean_by_difficulty,VPG,4387,2.31,0
lean_by_difficulty,VPG,4388,2.35,0
lean_by_difficulty,VPG,4389,2.14,0
lean_by_difficulty,VPG,4390,2.23,0
lean_by_difficulty,VPG,4391,1.93,0
lean_by_difficulty,VPG,4392,1.89,0
lean_by_difficulty,VPG,4393,1.78,0
lean_by_difficulty,VPG,4394,1.89,0
lean_by_difficulty,VPG,4395,2.5,0
lean_by_difficulty,VPG,4396,1.86,0
lean_by_difficulty,VPG,4397,1.7,0
lean_by_difficulty,VPG,4398,1.89,0
lean_by_difficulty,VPG,4399,1.95,0
lean_by_difficulty,VPG,4400,2.29,0
lean_by_difficulty,VPG,4401,2.05,0
lean_by_difficulty,VPG,4402,1.78,0
lean_by_difficulty,VPG,4403,1.8,0
lean_by_difficulty,VPG,4404,1.87,0
lean_by_difficulty,VPG,4405,1.85,0
lean_by_difficulty,VPG,4406,1.89,0
lean_by_difficulty,VPG,4407,2,0
lean_by_difficulty,VPG,4408,2.02,0
lean_by_difficulty,VPG,4409,2.04,0
lean_by_difficulty,VPG,4410,1.73,0
lean_by_difficulty,VPG,4411,1.77,0
lean_by_difficulty,VPG,4412,1.93,0
lean_by_difficulty,VPG,4413,1.79,0
lean_by_difficulty,VPG,4414,1.67,0
lean_by_difficulty,VPG,4415,1.92,0
lean_by_difficulty,VPG,4416,1.7,0
lean_by_difficulty,VPG,4417,1.7,0
lean_by_difficulty,VPG,4418,1.74,0
lean_by_difficulty,VPG,4419,1.64,0
lean_by_difficulty,VPG,4420,1.9,0
lean_by_difficulty,VPG,4421,1.84,0
lean_by_difficulty,VPG,4422,1.92,0
lean_by_difficulty,VPG,4423,1.74,0
lean_by_difficulty,VPG,4424,1.59,0
lean_by_difficulty,VPG,4425,1.49,0
lean_by_difficulty,VPG,4426,1.97,0
lean_by_difficulty,VPG,4427,1.97,0
lean_by_difficulty,VPG,4428,1.62,0
lean_by_difficulty,VPG,4429,1.74,0
lean_by_difficulty,VPG,4430,1.77,0
lean_by_difficulty,VPG,4431,1.73,0
lean_by_difficulty,VPG,4432,1.89,0
lean_by_difficulty,VPG,4433,1.83,0
lean_by_difficulty,VPG,4434,1.78,0
lean_by_difficulty,VPG,4435,1.72,0
lean_by_difficulty,VPG,4436,1.63,0
lean_by_difficulty,VPG,4437,1.82,0
lean_by_difficulty,VPG,4438,1.78,0
lean_by_difficulty,VPG,4439,1.86,0
lean_by_difficulty,VPG,4440,1.86,0
lean_by_difficulty,VPG,4441,1.6,0
lean_by_difficulty,VPG,4442,1.43,0
lean_by_difficulty,VPG,4443,1.38,0
lean_by_difficulty,VPG,4444,1.62,0
lean_by_difficulty,VPG,4445,1.68,0
lean_by_difficulty,VPG,4446,1.41,0
lean_by_difficulty,VPG,4447,1.39,0
lean_by_difficulty,VPG,4448,1.66,0
lean_by_difficulty,VPG,4449,1.76,0
lean_by_difficulty,VPG,4450,1.6,0
lean_by_difficulty,VPG,4451,1.7,0
lean_by_difficulty,VPG,4452,1.36,0
lean_by_difficulty,VPG,4453,1.36,0
lean_by_difficulty,VPG,4454,1.43,0
lean_by_difficulty,VPG,4455,1.76,0
lean_by_difficulty,VPG,4456,1.58,0
lean_by_difficulty,VPG,4457,1.52,0
lean_by_difficulty,VPG,4458,1.66,0
lean_by_difficulty,VPG,4459,1.65,0
lean_by_difficulty,VPG,4460,1.52,0
lean_by_difficulty,VPG,4461,1.66,0
lean_by_difficulty,VPG,4462,1.52,0
lean_by_difficulty,VPG,4463,1.76,0
lean_by_difficulty,VPG,4464,1.73,0
lean_by_difficulty,VPG,4465,1.69,0
lean_by_difficulty,VPG,4466,1.38,0
lean_by_difficulty,VPG,4467,1.57,0
lean_by_difficulty,VPG,4468,1.44,0
lean_by_difficulty,VPG,4469,1.77,0
lean_by_difficulty,VPG,4470,1.67,0
lean_by_difficulty,VPG,4471,1.7,0
lean_by_difficulty,VPG,4472,1.79,0
lean_by_difficulty,VPG,4473,1.79,0
lean_by_difficulty,VPG,4474,1.87,0
lean_by_difficulty,VPG,4475,1.97,0
lean_by_difficulty,VPG,4476,2.01,0
lean_by_difficulty,VPG,4477,1.92,0
lean_by_difficulty,VPG,4478,2.21,0
lean_by_difficulty,VPG,4479,1.74,0
lean_by_difficulty,VPG,4480,1.79,0
lean_by_difficulty,VPG,4481,1.68,0
lean_by_difficulty,VPG,4482,1.81,0
lean_by_difficulty,VPG,4483,1.75,0
lean_by_difficulty,VPG,4484,1.75,0
lean_by_difficulty,VPG,4485,2.31,0
lean_by_difficulty,VPG,4486,1.92,0
lean_by_difficulty,VPG,4487,1.86,0
lean_by_difficulty,VPG,4488,1.95,0
lean_by_difficulty,VPG,4489,1.77,0
lean_by_difficulty,VPG,4490,2.02,0
lean_by_difficulty,VPG,4491,1.82,0
lean_by_difficulty,VPG,4492,1.76,0
lean_by_difficulty,VPG,4493,1.8,0
lean_by_difficulty,VPG,4494,1.72,0
lean_by_difficulty,VPG,4495,1.77,0
lean_by_difficulty,VPG,4496,1.75,0
lean_by_difficulty,VPG,4497,1.89,0
lean_by_difficulty,VPG,4498,1.73,0
lean_by_difficulty,VPG,4499,1.84,0
lean_by_difficulty,VPG,4500,1.81,0
lean_by_difficulty,VPG,4501,2.03,0
lean_by_difficulty,VPG,4502,2.06,0
lean_by_difficulty,VPG,4503,1.89,0
lean_by_difficulty,VPG,4504,1.87,0
lean_by_difficulty,VPG,4505,2.15,0
lean_by_difficulty,VPG,4506,1.78,0
lean_by_difficulty,VPG,4507,2.05,0
lean_by_difficulty,VPG,4508,1.9,0
lean_by_difficulty,VPG,4509,2.09,0
lean_by_difficulty,VPG,4510,2.09,0
lean_by_difficulty,VPG,4511,2.04,0
lean_by_difficulty,VPG,4512,1.84,0
lean_by_difficulty,VPG,4513,2.14,0
lean_by_difficulty,VPG,4514,2.02,0
lean_by_difficulty,VPG,4515,1.99,0
lean_by_difficulty,VPG,4516,2.08,0
lean_by_difficulty,VPG,4517,1.99,0
lean_by_difficulty,VPG,4518,2.08,0
lean_by_difficulty,VPG,4519,2.26,0
lean_by_difficulty,VPG,4520,1.92,0
lean_by_difficulty,VPG,4521,1.96,0
lean_by_difficulty,VPG,4522,2.13,0
lean_by_difficulty,VPG,4523,1.87,0
lean_by_difficulty,VPG,4524,4.15,0
lean_by_difficulty,VPG,4525,2.08,0
lean_by_difficulty,VPG,4526,1.9,0
lean_by_difficulty,VPG,4527,2.04,0
lean_by_difficulty,VPG,4528,2.37,0
lean_by_difficulty,VPG,4529,2.1,0
lean_by_difficulty,VPG,4530,2.21,0
lean_by_difficulty,VPG,4531,2.05,0
lean_by_difficulty,VPG,4532,1.91,0
lean_by_difficulty,VPG,4533,2.22,0
lean_by_difficulty,VPG,4534,2.23,0
lean_by_difficulty,VPG,4535,2.05,0
lean_by_difficulty,VPG,4536,2.26,0
lean_by_difficulty,VPG,4537,2.06,0
lean_by_difficulty,VPG,4538,1.92,0
lean_by_difficulty,VPG,4539,1.94,0
lean_by_difficulty,VPG,4540,2.2,0
lean_by_difficulty,VPG,4541,2.2,0
lean_by_difficulty,VPG,4542,2.08,0
lean_by_difficulty,VPG,4543,2,0
lean_by_difficulty,VPG,4544,1.99,0
lean_by_difficulty,VPG,4545,2.03,0
lean_by_difficulty,VPG,4546,2.02,0
lean_by_difficulty,VPG,4547,1.83,0
lean_by_difficulty,VPG,4548,1.88,0
lean_by_difficulty,VPG,4549,1.86,0
lean_by_difficulty,VPG,4550,2.06,0
lean_by_difficulty,VPG,4551,1.9,0
lean_by_difficulty,VPG,4552,1.71,0
lean_by_difficulty,VPG,4553,1.94,0
lean_by_difficulty,VPG,4554,1.99,0
lean_by_difficulty,VPG,4555,1.76,0
lean_by_difficulty,VPG,4556,1.87,0
lean_by_difficulty,VPG,4557,1.79,0
lean_by_difficulty,VPG,4558,1.77,0
lean_by_difficulty,VPG,4559,1.77,0
lean_by_difficulty,VPG,4560,2.09,0
lean_by_difficulty,VPG,4561,2.26,0
lean_by_difficulty,VPG,4562,2.29,0
lean_by_difficulty,VPG,4563,2,0
lean_by_difficulty,VPG,4564,1.95,0
lean_by_difficulty,VPG,4565,2.09,0
lean_by_difficulty,VPG,4566,1.67,0
lean_by_difficulty,VPG,4567,2.03,0
lean_by_difficulty,VPG,4568,1.79,0
lean_by_difficulty,VPG,4569,1.76,0
lean_by_difficulty,VPG,4570,2.16,0
lean_by_difficulty,VPG,4571,2.03,0
lean_by_difficulty,VPG,4572,2.43,0
lean_by_difficulty,VPG,4573,2.11,0
lean_by_difficulty,VPG,4574,1.91,0
lean_by_difficulty,VPG,4575,1.68,0
lean_by_difficulty,VPG,4576,1.8,0
lean_by_difficulty,VPG,4577,1.91,0
lean_by_difficulty,VPG,4578,2.14,0
lean_by_difficulty,VPG,4579,2.05,0
lean_by_difficulty,VPG,4580,1.69,0
lean_by_difficulty,VPG,4581,1.86,0
lean_by_difficulty,VPG,4582,1.68,0
lean_by_difficulty,VPG,4583,1.96,0
lean_by_difficulty,VPG,4584,1.92,0
lean_by_difficulty,VPG,4585,1.99,0
lean_by_difficulty,VPG,4586,1.77,0
lean_by_difficulty,VPG,4587,1.77,0
lean_by_difficulty,VPG,4588,2.01,0
lean_by_difficulty,VPG,4589,1.98,0
lean_by_difficulty,VPG,4590,1.86,0
lean_by_difficulty,VPG,4591,2.12,0
lean_by_difficulty,VPG,4592,1.9,0
lean_by_difficulty,VPG,4593,2.15,0
lean_by_difficulty,VPG,4594,2.09,0
lean_by_difficulty,VPG,4595,2.11,0
lean_by_difficulty,VPG,4596,2.1,0
lean_by_difficulty,VPG,4597,2.31,0
lean_by_difficulty,VPG,4598,2.08,0
lean_by_difficulty,VPG,4599,2.23,0
lean_by_difficulty,VPG,4600,2.18,0
lean_by_difficulty,VPG,4601,4.26,0
lean_by_difficulty,VPG,4602,4.31,0
lean_by_difficulty,VPG,4603,4.21,0
lean_by_difficulty,VPG,4604,2.23,0
lean_by_difficulty,VPG,4605,2.22,0
lean_by_difficulty,VPG,4606,4.25,0
lean_by_difficulty,VPG,4607,2.23,0
lean_by_difficulty,VPG,4608,2.27,0
lean_by_difficulty,VPG,4609,2.33,0
lean_by_difficulty,VPG,4610,2.04,0
lean_by_difficulty,VPG,4611,2.09,0
lean_by_difficulty,VPG,4612,2.16,0
lean_by_difficulty,VPG,4613,2,0
lean_by_difficulty,VPG,4614,2.12,0
lean_by_difficulty,VPG,4615,2.09,0
lean_by_difficulty,VPG,4616,1.96,0
lean_by_difficulty,VPG,4617,1.91,0
lean_by_difficulty,VPG,4618,2.1,0
lean_by_difficulty,VPG,4619,2.18,0
lean_by_difficulty,VPG,4620,1.99,0
lean_by_difficulty,VPG,4621,2.11,0
lean_by_difficulty,VPG,4622,1.94,0
lean_by_difficulty,VPG,4623,2.22,0
lean_by_difficulty,VPG,4624,2.18,0
lean_by_difficulty,VPG,4625,2.07,0
lean_by_difficulty,VPG,4626,1.91,0
lean_by_difficulty,VPG,4627,2.01,0
lean_by_difficulty,VPG,4628,2.2,0
lean_by_difficulty,VPG,4629,2.12,0
lean_by_difficulty,VPG,4630,1.92,0
lean_by_difficulty,VPG,4631,1.97,0
lean_by_difficulty,VPG,4632,2.1,0
lean_by_difficulty,VPG,4633,1.95,0
lean_by_difficulty,VPG,4634,2.15,0
lean_by_difficulty,VPG,4635,2.13,0
lean_by_difficulty,VPG,4636,2.04,0
lean_by_difficulty,VPG,4637,2,0
lean_by_difficulty,VPG,4638,2.27,0
lean_by_difficulty,VPG,4639,2.11,0
lean_by_difficulty,VPG,4640,2.12,0
lean_by_difficulty,VPG,4641,2.1,0
lean_by_difficulty,VPG,4642,2.01,0
lean_by_difficulty,VPG,4643,2.2,0
lean_by_difficulty,VPG,4644,2.26,0
lean_by_difficulty,VPG,4645,2.13,0
lean_by_difficulty,VPG,4646,2.07,0
lean_by_difficulty,VPG,4647,2.07,0
lean_by_difficulty,VPG,4648,2.1,0
lean_by_difficulty,VPG,4649,2.12,0
lean_by_difficulty,VPG,4650,2.29,0
lean_by_difficulty,VPG,4651,2.16,0
lean_by_difficulty,VPG,4652,4.13,0
lean_by_difficulty,VPG,4653,2.25,0
lean_by_difficulty,VPG,4654,2.15,0
lean_by_difficulty,VPG,4655,2.15,0
lean_by_difficulty,VPG,4656,2.1,0
lean_by_difficulty,VPG,4657,2.08,0
lean_by_difficulty,VPG,4658,4.13,0
lean_by_difficulty,VPG,4659,2.13,0
lean_by_difficulty,VPG,4660,2.18,0
lean_by_difficulty,VPG,4661,2.15,0
lean_by_difficulty,VPG,4662,1.84,0
lean_by_difficulty,VPG,4663,2.01,0
lean_by_difficulty,VPG,4664,1.83,0
lean_by_difficulty,VPG,4665,1.89,0
lean_by_difficulty,VPG,4666,1.92,0
lean_by_difficulty,VPG,4667,1.87,0
lean_by_difficulty,VPG,4668,1.96,0
lean_by_difficulty,VPG,4669,2.16,0
lean_by_difficulty,VPG,4670,1.84,0
lean_by_difficulty,VPG,4671,1.96,0
lean_by_difficulty,VPG,4672,1.64,0
lean_by_difficulty,VPG,4673,1.71,0
lean_by_difficulty,VPG,4674,1.85,0
lean_by_difficulty,VPG,4675,1.65,0
lean_by_difficulty,VPG,4676,2.09,0
lean_by_difficulty,VPG,4677,1.68,0
lean_by_difficulty,VPG,4678,1.87,0
lean_by_difficulty,VPG,4679,1.6,0
lean_by_difficulty,VPG,4680,1.7,0
lean_by_difficulty,VPG,4681,1.77,0
lean_by_difficulty,VPG,4682,1.65,0
lean_by_difficulty,VPG,4683,2,0
lean_by_difficulty,VPG,4684,1.92,0
lean_by_difficulty,VPG,4685,1.78,0
lean_by_difficulty,VPG,4686,1.69,0
lean_by_difficulty,VPG,4687,1.71,0
lean_by_difficulty,VPG,4688,1.86,0
lean_by_difficulty,VPG,4689,1.39,0
lean_by_difficulty,VPG,4690,1.54,0
lean_by_difficulty,VPG,4691,1.67,0
lean_by_difficulty,VPG,4692,1.71,0
lean_by_difficulty,VPG,4693,1.93,0
lean_by_difficulty,VPG,4694,1.74,0
lean_by_difficulty,VPG,4695,1.43,0
lean_by_difficulty,VPG,4696,1.83,0
lean_by_difficulty,VPG,4697,1.68,0
lean_by_difficulty,VPG,4698,1.37,0
lean_by_difficulty,VPG,4699,1.76,0
lean_by_difficulty,VPG,4700,1.6,0
lean_by_difficulty,VPG,4701,1.44,0
lean_by_difficulty,VPG,4702,1.38,0
lean_by_difficulty,VPG,4703,1.41,0
lean_by_difficulty,VPG,4704,1.44,0
lean_by_difficulty,VPG,4705,1.4,0
lean_by_difficulty,VPG,4706,1.63,0
lean_by_difficulty,VPG,4707,1.77,0
lean_by_difficulty,VPG,4708,1.48,0
lean_by_difficulty,VPG,4709,1.63,0
lean_by_difficulty,VPG,4710,1.49,0
lean_by_difficulty,VPG,4711,1.43,0
lean_by_difficulty,VPG,4712,1.38,0
lean_by_difficulty,VPG,4713,1.59,0
lean_by_difficulty,VPG,4714,1.61,0
lean_by_difficulty,VPG,4715,1.8,0
lean_by_difficulty,VPG,4716,1.72,0
lean_by_difficulty,VPG,4717,1.91,0
lean_by_difficulty,VPG,4718,1.63,0
lean_by_difficulty,VPG,4719,1.71,0
lean_by_difficulty,VPG,4720,1.7,0
lean_by_difficulty,VPG,4721,1.96,0
lean_by_difficulty,VPG,4722,1.89,0
lean_by_difficulty,VPG,4723,2.08,0
lean_by_difficulty,VPG,4724,1.75,0
lean_by_difficulty,VPG,4725,1.71,0
lean_by_difficulty,VPG,4726,1.74,0
lean_by_difficulty,VPG,4727,1.96,0
lean_by_difficulty,VPG,4728,1.63,0
lean_by_difficulty,VPG,4729,1.67,0
lean_by_difficulty,VPG,4730,1.75,0
lean_by_difficulty,VPG,4731,1.57,0
lean_by_difficulty,VPG,4732,2.21,0
lean_by_difficulty,VPG,4733,1.64,0
lean_by_difficulty,VPG,4734,1.87,0
lean_by_difficulty,VPG,4735,1.62,0
lean_by_difficulty,VPG,4736,1.62,0
lean_by_difficulty,VPG,4737,1.97,0
lean_by_difficulty,VPG,4738,2.05,0
lean_by_difficulty,VPG,4739,1.94,0
lean_by_difficulty,VPG,4740,1.64,0
lean_by_difficulty,VPG,4741,1.6,0
lean_by_difficulty,VPG,4742,1.81,0
lean_by_difficulty,VPG,4743,1.65,0
lean_by_difficulty,VPG,4744,1.79,0
lean_by_difficulty,VPG,4745,1.68,0
lean_by_difficulty,VPG,4746,1.75,0
lean_by_difficulty,VPG,4747,1.98,0
lean_by_difficulty,VPG,4748,1.62,0
lean_by_difficulty,VPG,4749,1.78,0
lean_by_difficulty,VPG,4750,1.69,0
lean_by_difficulty,VPG,4751,1.67,0
lean_by_difficulty,VPG,4752,1.89,0
lean_by_difficulty,VPG,4753,1.82,0
lean_by_difficulty,VPG,4754,1.6,0
lean_by_difficulty,VPG,4755,2.11,0
lean_by_difficulty,VPG,4756,1.97,0
lean_by_difficulty,VPG,4757,1.77,0
lean_by_difficulty,VPG,4758,1.64,0
lean_by_difficulty,VPG,4759,1.82,0
lean_by_difficulty,VPG,4760,1.69,0
lean_by_difficulty,VPG,4761,1.71,0
lean_by_difficulty,VPG,4762,1.69,0
lean_by_difficulty,VPG,4763,1.62,0
lean_by_difficulty,VPG,4764,1.71,0
lean_by_difficulty,VPG,4765,1.77,0
lean_by_difficulty,VPG,4766,2,0
lean_by_difficulty,VPG,4767,1.69,0
lean_by_difficulty,VPG,4768,1.79,0
lean_by_difficulty,VPG,4769,1.85,0
lean_by_difficulty,VPG,4770,2.27,0
lean_by_difficulty,VPG,4771,1.74,0
lean_by_difficulty,VPG,4772,1.65,0
lean_by_difficulty,VPG,4773,1.87,0
lean_by_difficulty,VPG,4774,1.93,0
lean_by_difficulty,VPG,4775,1.75,0
lean_by_difficulty,VPG,4776,1.74,0
lean_by_difficulty,VPG,4777,1.75,0
lean_by_difficulty,VPG,4778,1.61,0
lean_by_difficulty,VPG,4779,1.73,0
lean_by_difficulty,VPG,4780,1.77,0
lean_by_difficulty,VPG,4781,1.82,0
lean_by_difficulty,VPG,4782,1.71,0
lean_by_difficulty,VPG,4783,2.12,0
lean_by_difficulty,VPG,4784,1.68,0
lean_by_difficulty,VPG,4785,1.68,0
lean_by_difficulty,VPG,4786,1.67,0
lean_by_difficulty,VPG,4787,2.11,0
lean_by_difficulty,VPG,4788,1.65,0
lean_by_difficulty,VPG,4789,2,0
lean_by_difficulty,VPG,4790,1.91,0
lean_by_difficulty,VPG,4791,2,0
lean_by_difficulty,VPG,4792,2.28,0
lean_by_difficulty,VPG,4793,1.83,0
lean_by_difficulty,VPG,4794,2.11,0
lean_by_difficulty,VPG,4795,1.96,0
lean_by_difficulty,VPG,4796,1.98,0
lean_by_difficulty,VPG,4797,2.02,0
lean_by_difficulty,VPG,4798,1.78,0
lean_by_difficulty,VPG,4799,2.05,0
lean_by_difficulty,VPG,4800,1.91,0
lean_by_difficulty,VPG,4801,1.98,0
lean_by_difficulty,VPG,4802,1.68,0
lean_by_difficulty,VPG,4803,2.24,0
lean_by_difficulty,VPG,4804,1.74,0
lean_by_difficulty,VPG,4805,1.74,0
lean_by_difficulty,VPG,4806,1.94,0
lean_by_difficulty,VPG,4807,1.51,0
lean_by_difficulty,VPG,4808,1.78,0
lean_by_difficulty,VPG,4809,2.26,0
lean_by_difficulty,VPG,4810,1.55,0
lean_by_difficulty,VPG,4811,1.51,0
lean_by_difficulty,VPG,4812,1.56,0
lean_by_difficulty,VPG,4813,1.71,0
lean_by_difficulty,VPG,4814,1.97,0
lean_by_difficulty,VPG,4815,1.42,0
lean_by_difficulty,VPG,4816,1.81,0
lean_by_difficulty,VPG,4817,1.41,0
lean_by_difficulty,VPG,4818,1.42,0
lean_by_difficulty,VPG,4819,1.86,0
lean_by_difficulty,VPG,4820,1.42,0
lean_by_difficulty,VPG,4821,1.51,0
lean_by_difficulty,VPG,4822,1.45,0
lean_by_difficulty,VPG,4823,1.43,0
lean_by_difficulty,VPG,4824,1.88,0
lean_by_difficulty,VPG,4825,1.87,0
lean_by_difficulty,VPG,4826,2.01,0
lean_by_difficulty,VPG,4827,2.12,0
lean_by_difficulty,VPG,4828,1.96,0
lean_by_difficulty,VPG,4829,2.23,0
lean_by_difficulty,VPG,4830,2.01,0
lean_by_difficulty,VPG,4831,2.25,0
lean_by_difficulty,VPG,4832,2.3,0
lean_by_difficulty,VPG,4833,1.57,0
lean_by_difficulty,VPG,4834,1.88,0
lean_by_difficulty,VPG,4835,2.21,0
lean_by_difficulty,VPG,4836,1.67,0
lean_by_difficulty,VPG,4837,1.57,0
lean_by_difficulty,VPG,4838,2.14,0
lean_by_difficulty,VPG,4839,1.98,0
lean_by_difficulty,VPG,4840,2.17,0
lean_by_difficulty,VPG,4841,1.95,0
lean_by_difficulty,VPG,4842,1.57,0
lean_by_difficulty,VPG,4843,1.66,0
lean_by_difficulty,VPG,4844,2.06,0
lean_by_difficulty,VPG,4845,1.8,0
lean_by_difficulty,VPG,4846,1.63,0
lean_by_difficulty,VPG,4847,1.88,0
lean_by_difficulty,VPG,4848,2.33,0
lean_by_difficulty,VPG,4849,2.05,0
lean_by_difficulty,VPG,4850,2.11,0
lean_by_difficulty,VPG,4851,1.65,0
lean_by_difficulty,VPG,4852,1.73,0
lean_by_difficulty,VPG,4853,1.99,0
lean_by_difficulty,VPG,4854,1.73,0
lean_by_difficulty,VPG,4855,2.08,0
lean_by_difficulty,VPG,4856,1.99,0
lean_by_difficulty,VPG,4857,2.32,0
lean_by_difficulty,VPG,4858,2.24,0
lean_by_difficulty,VPG,4859,1.93,0
lean_by_difficulty,VPG,4860,2.1,0
lean_by_difficulty,VPG,4861,2.04,0
lean_by_difficulty,VPG,4862,1.95,0
lean_by_difficulty,VPG,4863,2.09,0
lean_by_difficulty,VPG,4864,2.05,0
lean_by_difficulty,VPG,4865,1.84,0
lean_by_difficulty,VPG,4866,2.07,0
lean_by_difficulty,VPG,4867,2,0
lean_by_difficulty,VPG,4868,1.91,0
lean_by_difficulty,VPG,4869,1.81,0
lean_by_difficulty,VPG,4870,1.89,0
lean_by_difficulty,VPG,4871,1.73,0
lean_by_difficulty,VPG,4872,1.74,0
lean_by_difficulty,VPG,4873,1.65,0
lean_by_difficulty,VPG,4874,1.76,0
lean_by_difficulty,VPG,4875,1.71,0
lean_by_difficulty,VPG,4876,1.82,0
lean_by_difficulty,VPG,4877,1.53,0
lean_by_difficulty,VPG,4878,1.69,0
lean_by_difficulty,VPG,4879,1.4,0
lean_by_difficulty,VPG,4880,1.4,0
lean_by_difficulty,VPG,4881,1.38,0
lean_by_difficulty,VPG,4882,1.42,0
lean_by_difficulty,VPG,4883,1.4,0
lean_by_difficulty,VPG,4884,1.49,0
lean_by_difficulty,VPG,4885,1.77,0
lean_by_difficulty,VPG,4886,1.37,0
lean_by_difficulty,VPG,4887,1.61,0
lean_by_difficulty,VPG,4888,1.43,0
lean_by_difficulty,VPG,4889,1.42,0
lean_by_difficulty,VPG,4890,1.63,0
lean_by_difficulty,VPG,4891,1.72,0
lean_by_difficulty,VPG,4892,1.4,0
lean_by_difficulty,VPG,4893,1.43,0
lean_by_difficulty,VPG,4894,1.61,0
lean_by_difficulty,VPG,4895,1.67,0
lean_by_difficulty,VPG,4896,1.36,0
lean_by_difficulty,VPG,4897,1.43,0
lean_by_difficulty,VPG,4898,1.36,0
lean_by_difficulty,VPG,4899,1.79,0
lean_by_difficulty,VPG,4900,1.75,0
lean_by_difficulty,VPG,4901,1.61,0
lean_by_difficulty,VPG,4902,1.71,0
lean_by_difficulty,VPG,4903,1.43,0
lean_by_difficulty,VPG,4904,1.68,0
lean_by_difficulty,VPG,4905,1.87,0
lean_by_difficulty,VPG,4906,1.62,0
lean_by_difficulty,VPG,4907,1.61,0
lean_by_difficulty,VPG,4908,1.98,0
lean_by_difficulty,VPG,4909,1.68,0
lean_by_difficulty,VPG,4910,1.91,0
lean_by_difficulty,VPG,4911,1.57,0
lean_by_difficulty,VPG,4912,1.77,0
lean_by_difficulty,VPG,4913,1.86,0
lean_by_difficulty,VPG,4914,1.69,0
lean_by_difficulty,VPG,4915,1.95,0
lean_by_difficulty,VPG,4916,1.57,0
lean_by_difficulty,VPG,4917,1.98,0
lean_by_difficulty,VPG,4918,1.85,0
lean_by_difficulty,VPG,4919,1.67,0
lean_by_difficulty,VPG,4920,1.86,0
lean_by_difficulty,VPG,4921,2.07,0
lean_by_difficulty,VPG,4922,1.61,0
lean_by_difficulty,VPG,4923,1.63,0
lean_by_difficulty,VPG,4924,1.61,0
lean_by_difficulty,VPG,4925,1.56,0
lean_by_difficulty,VPG,4926,1.61,0
lean_by_difficulty,VPG,4927,1.67,0
lean_by_difficulty,VPG,4928,1.67,0
lean_by_difficulty,VPG,4929,1.4,0
lean_by_difficulty,VPG,4930,1.67,0
lean_by_difficulty,VPG,4931,1.39,0
lean_by_difficulty,VPG,4932,1.56,0
lean_by_difficulty,VPG,4933,1.38,0
lean_by_difficulty,VPG,4934,1.63,0
lean_by_difficulty,VPG,4935,1.69,0
lean_by_difficulty,VPG,4936,1.54,0
lean_by_difficulty,VPG,4937,1.57,0
lean_by_difficulty,VPG,4938,1.47,0
lean_by_difficulty,VPG,4939,1.42,0
lean_by_difficulty,VPG,4940,1.58,0
lean_by_difficulty,VPG,4941,1.53,0
lean_by_difficulty,VPG,4942,1.56,0
lean_by_difficulty,VPG,4943,1.55,0
lean_by_difficulty,VPG,4944,1.46,0
lean_by_difficulty,VPG,4945,1.6,0
lean_by_difficulty,VPG,4946,1.54,0
lean_by_difficulty,VPG,4947,1.5,0
lean_by_difficulty,VPG,4948,1.49,0
lean_by_difficulty,VPG,4949,1.51,0
lean_by_difficulty,VPG,4950,1.6,0
lean_by_difficulty,VPG,4951,1.54,0
lean_by_difficulty,VPG,4952,1.59,0
lean_by_difficulty,VPG,4953,1.65,0
lean_by_difficulty,VPG,4954,1.66,0
lean_by_difficulty,VPG,4955,1.54,0
lean_by_difficulty,VPG,4956,1.57,0
lean_by_difficulty,VPG,4957,1.65,0
lean_by_difficulty,VPG,4958,1.54,0
lean_by_difficulty,VPG,4959,1.57,0
lean_by_difficulty,VPG,4960,1.58,0
lean_by_difficulty,VPG,4961,1.64,0
