curriculum,VPG,0,3.31,0
curriculum,VPG,1,11.42,0
curriculum,VPG,2,9.38,0
curriculum,VPG,3,10.14,0
curriculum,VPG,4,18.28,0
curriculum,VPG,5,16.91,0
curriculum,VPG,6,11.28,0
curriculum,VPG,7,14.09,0
curriculum,VPG,8,7.55,0
curriculum,VPG,9,6.1,0
curriculum,VPG,10,3.29,0
curriculum,VPG,11,3.8,0
curriculum,VPG,12,1.18,0
curriculum,VPG,13,1.01,0
curriculum,VPG,14,0.23,0
curriculum,VPG,15,1.92,0
curriculum,VPG,16,2.21,0
curriculum,VPG,17,4.33,0
curriculum,VPG,18,4.2,0
curriculum,VPG,19,5.91,0
curriculum,VPG,20,8.81,0
curriculum,VPG,21,11.72,0
curriculum,VPG,22,12.33,0
curriculum,VPG,23,7.81,0
curriculum,VPG,24,10.38,0
curriculum,VPG,25,2.66,0
curriculum,VPG,26,6.43,0
curriculum,VPG,27,1.97,0
curriculum,VPG,28,5.68,0
curriculum,VPG,29,6.66,0
curriculum,VPG,30,3.35,0
curriculum,VPG,31,2.26,0
curriculum,VPG,32,4.0,0
curriculum,VPG,33,2.97,0
curriculum,VPG,34,0.67,0
curriculum,VPG,35,1.21,0
curriculum,VPG,36,2.09,0
curriculum,VPG,37,2.49,0
curriculum,VPG,38,1.43,0
curriculum,VPG,39,0.82,0
curriculum,VPG,40,1.98,0
curriculum,VPG,41,0.57,0
curriculum,VPG,42,1.58,0
curriculum,VPG,43,1.68,0
curriculum,VPG,44,1.5,0
curriculum,VPG,45,1.08,0
curriculum,VPG,46,2.99,0
curriculum,VPG,47,3.77,0
curriculum,VPG,48,2.11,0
curriculum,VPG,49,3.57,0
curriculum,VPG,50,2.12,0
curriculum,VPG,51,1.99,0
curriculum,VPG,52,2.17,0
curriculum,VPG,53,1.97,0
curriculum,VPG,54,2.8,0
curriculum,VPG,55,1.99,0
curriculum,VPG,56,4.47,0
curriculum,VPG,57,1.09,0
curriculum,VPG,58,2.19,0
curriculum,VPG,59,1.85,0
curriculum,VPG,60,0.28,0
curriculum,VPG,61,2.24,0
curriculum,VPG,62,0.3,0
curriculum,VPG,63,2.78,0
curriculum,VPG,64,1.74,0
curriculum,VPG,65,2.16,0
curriculum,VPG,66,1.01,0
curriculum,VPG,67,0.8,0
curriculum,VPG,68,0.02,0
curriculum,VPG,69,0.59,0
curriculum,VPG,70,0.42,0
curriculum,VPG,71,2.3,0
curriculum,VPG,72,1.04,0
curriculum,VPG,73,2.45,0
curriculum,VPG,74,1.34,0
curriculum,VPG,75,1.33,0
curriculum,VPG,76,1.06,0
curriculum,VPG,77,1.0,0
curriculum,VPG,78,0.92,0
curriculum,VPG,79,0.83,0
curriculum,VPG,80,1.64,0
curriculum,VPG,81,1.85,0
curriculum,VPG,82,3.97,0
curriculum,VPG,83,3.14,0
curriculum,VPG,84,5.43,0
curriculum,VPG,85,1.14,0
curriculum,VPG,86,1.21,0
curriculum,VPG,87,1.41,0
curriculum,VPG,88,2.76,0
curriculum,VPG,89,1.38,0
curriculum,VPG,90,1.93,0
curriculum,VPG,91,2.96,0
curriculum,VPG,92,1.65,0
curriculum,VPG,93,3.19,0
curriculum,VPG,94,2.99,0
curriculum,VPG,95,3.13,0
curriculum,VPG,96,3.36,0
curriculum,VPG,97,2.92,0
curriculum,VPG,98,3.41,0
curriculum,VPG,99,2.86,0
curriculum,VPG,100,4.64,0
curriculum,VPG,101,4.91,0
curriculum,VPG,102,2.49,0
curriculum,VPG,103,1.21,0
curriculum,VPG,104,2.21,0
curriculum,VPG,105,1.59,0
curriculum,VPG,106,1.03,0
curriculum,VPG,107,0.77,0
curriculum,VPG,108,0.66,0
curriculum,VPG,109,0.47,0
curriculum,VPG,110,0.33,0
curriculum,VPG,111,0.67,0
curriculum,VPG,112,1.7,0
curriculum,VPG,113,2.02,0
curriculum,VPG,114,0.78,0
curriculum,VPG,115,2.74,0
curriculum,VPG,116,1.61,0
curriculum,VPG,117,0.77,0
curriculum,VPG,118,0.02,0
curriculum,VPG,119,1.34,0
curriculum,VPG,120,0.79,0
curriculum,VPG,121,0.41,0
curriculum,VPG,122,1.38,0
curriculum,VPG,123,1.6,0
