maml_wide_distribution,VPG,0,93.76,0
maml_wide_distribution,VPG,1,85.03,0
maml_wide_distribution,VPG,2,83.02,0
maml_wide_distribution,VPG,3,78.27,0
maml_wide_distribution,VPG,4,84.35,0
maml_wide_distribution,VPG,5,80.43,0
maml_wide_distribution,VPG,6,86.78,0
maml_wide_distribution,VPG,7,86.53,0
maml_wide_distribution,VPG,8,77.36,0
maml_wide_distribution,VPG,9,71.88,0
maml_wide_distribution,VPG,10,63.94,0
maml_wide_distribution,VPG,11,64.33,0
maml_wide_distribution,VPG,12,60.9,0
maml_wide_distribution,VPG,13,60.99,0
maml_wide_distribution,VPG,14,56.65,0
maml_wide_distribution,VPG,15,58.47,0
maml_wide_distribution,VPG,16,53.16,0
maml_wide_distribution,VPG,17,51.08,0
maml_wide_distribution,VPG,18,41.32,0
maml_wide_distribution,VPG,19,36.85,0
maml_wide_distribution,VPG,20,36.71,0
maml_wide_distribution,VPG,21,38.34,0
maml_wide_distribution,VPG,22,37.86,0
maml_wide_distribution,VPG,23,31.46,0
maml_wide_distribution,VPG,24,33.67,0
maml_wide_distribution,VPG,25,31.21,0
maml_wide_distribution,VPG,26,27.79,0
maml_wide_distribution,VPG,27,24.15,0
maml_wide_distribution,VPG,28,24.45,0
maml_wide_distribution,VPG,29,22.45,0
maml_wide_distribution,VPG,30,19.68,0
maml_wide_distribution,VPG,31,20.79,0
maml_wide_distribution,VPG,32,19.87,0
maml_wide_distribution,VPG,33,19.97,0
maml_wide_distribution,VPG,34,20.84,0
maml_wide_distribution,VPG,35,18.86,0
maml_wide_distribution,VPG,36,17.18,0
maml_wide_distribution,VPG,37,20.9,0
maml_wide_distribution,VPG,38,20.21,0
maml_wide_distribution,VPG,39,24.68,0
maml_wide_distribution,VPG,40,22.7,0
maml_wide_distribution,VPG,41,18.38,0
maml_wide_distribution,VPG,42,22.28,0
maml_wide_distribution,VPG,43,20.5,0
maml_wide_distribution,VPG,44,23.57,0
maml_wide_distribution,VPG,45,21.31,0
maml_wide_distribution,VPG,46,22.29,0
maml_wide_distribution,VPG,47,21.61,0
maml_wide_distribution,VPG,48,21.26,0
maml_wide_distribution,VPG,49,20.68,0
maml_wide_distribution,VPG,50,21.84,0
maml_wide_distribution,VPG,51,20.93,0
maml_wide_distribution,VPG,52,22.3,0
maml_wide_distribution,VPG,53,21.25,0
maml_wide_distribution,VPG,54,21.99,0
maml_wide_distribution,VPG,55,18.81,0
maml_wide_distribution,VPG,56,21.34,0
maml_wide_distribution,VPG,57,18.87,0
maml_wide_distribution,VPG,58,21.9,0
maml_wide_distribution,VPG,59,22.21,0
maml_wide_distribution,VPG,60,22.41,0
maml_wide_distribution,VPG,61,21.28,0
maml_wide_distribution,VPG,62,19.31,0
maml_wide_distribution,VPG,63,21.48,0
maml_wide_distribution,VPG,64,21.41,0
maml_wide_distribution,VPG,65,21.46,0
maml_wide_distribution,VPG,66,20.54,0
maml_wide_distribution,VPG,67,21.34,0
maml_wide_distribution,VPG,68,21.48,0
maml_wide_distribution,VPG,69,21.81,0
maml_wide_distribution,VPG,70,20.84,0
maml_wide_distribution,VPG,71,21.97,0
maml_wide_distribution,VPG,72,21.08,0
